gene,log2FC,pvalue,adjusted_pvalue
Ptrf,-1.1329921312171,1.11043295469606e-08,5.2307471384963e-07
Ror2,-2.74010037623054,1.1166066546194e-08,5.2307471384963e-07
1500009L16Rik,-2.13781754410568,1.12168001320162e-08,5.23919402084641e-07
Pcdhgb2,-1.28095528332009,1.17863422619518e-08,5.4892148075212e-07
Sycp3,2.15018091102076,1.18420463488494e-08,5.49917172622945e-07
Id4,-2.01360974861739,1.22350824518035e-08,5.66526751330476e-07
Stt3b,-0.374211944412761,1.23727148232965e-08,5.71248599953987e-07
Mir22hg,0.82598761436817,1.25792492409874e-08,5.79115379568559e-07
Lap3,-0.659944762294411,1.27460871259854e-08,5.85114790387999e-07
Osbpl1a,-0.616920313777334,1.36873517130606e-08,6.26528747985555e-07
Gata5,2.54898685411271,1.37691470542223e-08,6.28477222095999e-07
D630045J12Rik,-1.30574095528357,1.40595583711761e-08,6.36101281757936e-07
Gsdmd,1.18024367524871,1.40949975047792e-08,6.36101281757936e-07
Hsp90b1,-0.426910943065227,1.39782617277205e-08,6.36101281757936e-07
Ybx3,-1.12058662060011,1.40407756464834e-08,6.36101281757936e-07
Fam171b,-1.35378356162685,1.49385517103122e-08,6.72276789187955e-07
Plscr2,1.55349884961183,1.50476449076762e-08,6.73403125882349e-07
Sema3a,-1.18341999381552,1.50057700110964e-08,6.73403125882349e-07
Kcnu1,2.39061409987759,1.52847550680754e-08,6.82108804862494e-07
Eef1b2,-0.601309245632831,1.5452655244876e-08,6.87686082439329e-07
Prdm5,-0.770262145572256,1.59147197592564e-08,7.06287327598469e-07
Thbs1,-1.10337016351696,1.61494589396527e-08,7.14725087492198e-07
Abcg1,2.29895046255118,1.62592548018872e-08,7.17601986724615e-07
Tln2,-0.979106476072835,1.6475911911257e-08,7.25166441566615e-07
Anxa8,2.09138320336646,1.70317983714561e-08,7.47579292353695e-07
Hspa12a,-1.54852751807933,1.73444072948305e-08,7.59220626422077e-07
Ica1,-1.06100170496001,1.7637640688463e-08,7.69952701552766e-07
Fkbp9,-0.633083788771781,1.79873338645045e-08,7.83084445226157e-07
A330074K22Rik,-1.85966256932651,1.84914475080145e-08,8.02849540720595e-07
Atf6,1.1636924686686,1.99500175387821e-08,8.63835759429266e-07
Cdr2l,-1.08134160329322,2.06120109682249e-08,8.90094414344828e-07
Rbfox1,-1.95489925507068,2.09668386476684e-08,9.02983123586815e-07
